created,type,artist,timestamp,shabadID,verseID,description,link,matched_verse
1686344360,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:31:05,1209,14298,Nanak Ko Gur Bakhya Naame Sang Jut. ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/001 MGA SDO 1001 SDOBradford1 Pardesh jhak Soude Ko Ayaaia.m4a,ਨਾਨਕ ਕਉ ਗੁਰਿ ਬਖਸਿਆ ਨਾਮੈ ਸੰਗਿ ਜੁਟੁ ॥੨੯॥
1686344663,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:34:50,369,5665,eik khaRe kareh teree chaakaree vin naavai hor na bhaiaa ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/001 MGA SDO 1001 SDOBradford1 Pardesh jhak Soude Ko Ayaaia.m4a,ਇਕਿ ਖੜੇ ਕਰਹਿ ਤੇਰੀ ਚਾਕਰੀ ਵਿਣੁ ਨਾਵੈ ਹੋਰੁ ਨ ਭਾਇਆ ॥
1686344926,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:36:35,1122,13728,Jo aap japaa aura naam japavaa,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/001 MGA SDO 1001 SDOBradford1 Pardesh jhak Soude Ko Ayaaia.m4a,ਮਃ ੪ ॥
1686368399,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2883,32567,Gunvanti. How ayaa doorh chal kee. ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/002 MGA SDO 1002 SDOBradford2 How Ayaaia Dooro Chalke.m4a,ਹਉ ਆਇਆ ਦੂਰਹੁ ਚਲਿ ਕੈ ਮੈ ਤਕੀ ਤਉ ਸਰਣਾਇ ਜੀਉ ॥
1686368671,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:35,1122,13732,Satgur seviya aapnaa,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/002 MGA SDO 1002 SDOBradford2 How Ayaaia Dooro Chalke.m4a,ਸਭਿ ਕਾਰਜ ਤਿਨ ਕੇ ਸਿਧਿ ਹਹਿ ਜਿਨ ਗੁਰਮੁਖਿ ਕਿਰਪਾ ਧਾਰਿ ॥
1686369033,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:22,4344,52291,Pardesh chack saude kao ayaa -> dhanvant naam kee vanjare,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/002 MGA SDO 1002 SDOBradford2 How Ayaaia Dooro Chalke.m4a,ਧਨਵੰਤ ਨਾਮ ਕੇ ਵਣਜਾਰੇ ॥
1686369405,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:39:50,551,7826,Dhanvant naam ke vanjare -> hum dhanvant baghat sach naiee ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/002 MGA SDO 1002 SDOBradford2 How Ayaaia Dooro Chalke.m4a,ਹਮ ਧਨਵੰਤ ਭਾਗਠ ਸਚ ਨਾਇ ॥
1686369547,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,4778,56088,Sabh dhiyavoo,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/003 MGA SDO 1003 smpk 01 Sub Dheavo Sub Dheavo Aad Sate.m4a,ਹਰਿ ਤੁਮੑ ਵਡ ਵਡੇ ਵਡੇ ਵਡ ਊਚੇ ਸਭ ਊਪਰਿ ਵਡੇ ਵਡੌਨਾ ॥
1686431610,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:40,5343,58886,Sabh kal udhari ek dharm,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/003 MGA SDO 1003 smpk 01 Sub Dheavo Sub Dheavo Aad Sate.m4a,ਬਲਿਓ ਚਰਾਗੁ ਅੰਧੵਾਰ ਮਹਿ ਸਭ ਕਲਿ ਉਧਰੀ ਇਕ ਨਾਮ ਧਰਮ ॥
1686545629,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:40,,,Tudh baj kuro kuro. AKV,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/003 MGA SDO 1003 smpk 01 Sub Dheavo Sub Dheavo Aad Sate.m4a,
1686546076,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:35:05,1636,19665,Naam kheti beejho bhai meet,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/003 MGA SDO 1003 smpk 01 Sub Dheavo Sub Dheavo Aad Sate.m4a,ਨਾਮੁ ਖੇਤੀ ਬੀਜਹੁ ਭਾਈ ਮੀਤ ॥
1686546241,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:38:40,4816,56320,Man rasik rasan naam jap,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/003 MGA SDO 1003 smpk 01 Sub Dheavo Sub Dheavo Aad Sate.m4a,ਹਮਾਰੈ ਏਹ ਕਿਰਪਾ ਕੀਜੈ ॥
1686546522,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:18,,,Bin Sabde Acchar Na Kinhee Pyiaa,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/004 MGA SDO 1004 smpk 02 Bin Sabde Acchar Na Kinhee Pyiaa.m4a,
1686628056,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:10,506,7074,Track Changes. Raam hum satgur parbrham kar manee ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/004 MGA SDO 1004 smpk 02 Bin Sabde Acchar Na Kinhee Pyiaa.m4a,ਰਾਮ ਹਮ ਸਤਿਗੁਰ ਪਾਰਬ੍ਰਹਮ ਕਰਿ ਮਾਨੇ ॥
1686628304,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:37:40,1544,18216,Parman jap jap har ka naam kade na chooriya,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/004 MGA SDO 1004 smpk 02 Bin Sabde Acchar Na Kinhee Pyiaa.m4a,ਜਪਿ ਜਪਿ ਹਰਿ ਕਾ ਨਾਮੁ ਕਦੇ ਨ ਝੂਰੀਐ ॥
1686628365,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,3379,39440,Mil rahiya prabh sadh jnaa ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/005 MGA SDO 1005 smpk 03 Mil Rehiea saad Jana.m4a,ਮਿਲਿ ਰਹੀਐ ਪ੍ਰਭ ਸਾਧ ਜਨਾ ਮਿਲਿ ਹਰਿ ਕੀਰਤਨੁ ਸੁਨੀਐ ਰਾਮ ॥
1686628533,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:10:00,2944,33483,beanta beant gun tere -> Vaho vaho khasam tu vaho,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/005 MGA SDO 1005 smpk 03 Mil Rehiea saad Jana.m4a,ਵਾਹੁ ਖਸਮ ਤੂ ਵਾਹੁ ਜਿਨਿ ਰਚਿ ਰਚਨਾ ਹਮ ਕੀਏ ॥
1686628648,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:20:15,2880,32523,Sodat sodat sod tat bichariya ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/005 MGA SDO 1005 smpk 03 Mil Rehiea saad Jana.m4a,ਸੋਧਤ ਸੋਧਤ ਸੋਧਿ ਤਤੁ ਬੀਚਾਰਿਆ ॥
1686628821,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:25:50,,,Bemukh sukh naa dekhaee. Vaara Bhai Gurdaas Ji,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/005 MGA SDO 1005 smpk 03 Mil Rehiea saad Jana.m4a,
1686891380,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:03:00,,,Rehatnama chaupa singh. Har jas chalat Jo bat sunavaa,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/005 MGA SDO 1005 smpk 03 Mil Rehiea saad Jana.m4a,
1686891406,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:00,4072,48467,"Mil Rehiea saad Jana.m4a""",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/005 MGA SDO 1005 smpk 03 Mil Rehiea saad Jana.m4a,ਨਗਜ ਤੇਰੇ ਬੰਦੇ ਦੀਦਾਰੁ ਅਪਾਰੁ ॥
1686891436,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2880,32528,"Amrit Har Ka Naam.m4a""",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a,ਅੰਮ੍ਰਿਤੁ ਹਰਿ ਕਾ ਨਾਮੁ ਤਿਨੑੀ ਜਨੀ ਜਪਿ ਲਇਆ ॥੬॥
1686891545,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:02:35,2880,32531,History. Visar nahi datar apnaa naam deho,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a,ਵਿਸਰੁ ਨਾਹੀ ਦਾਤਾਰ ਆਪਣਾ ਨਾਮੁ ਦੇਹੁ ॥
1686891620,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:03:20,2415,27768,Har kirat sadhsangat haa,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a,ਹਰਿ ਕੀਰਤਿ ਸਾਧਸੰਗਤਿ ਹੈ ਸਿਰਿ ਕਰਮਨ ਕੈ ਕਰਮਾ ॥
1686891739,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:08:40,,,Sange andar sabta jis guru sahaiee,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a,
1686891833,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:26:00,1122,13730,Funny. Cold water. Not be lazy at that time. 2 Am. Gur satgur ka Jo Sikh Akhaiee,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a,ਲਾਹਾ ਹਰਿ ਧਨੁ ਖਟਿਆ ਗੁਰਮੁਖਿ ਸਬਦੁ ਵੀਚਾਰਿ ॥
1686892085,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:31:50,2853,31972,Kurbani terya sewka Jin har naam pyaraa ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a,ਹਉ ਕੁਰਬਾਣੀ ਤੇਰਿਆ ਸੇਵਕਾ ਜਿਨੑ ਹਰਿ ਨਾਮੁ ਪਿਆਰਾ ॥੩॥
1686892131,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:32:30,3800,46434,Har ka naam vahiya har lga pyara,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a,ਹਰਿ ਕਾ ਨਾਮੁ ਮਨਿ ਵਸਿਆ ਗੁਰ ਸਬਦਿ ਵੀਚਾਰਾ ॥
1686943461,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:15:00,4001,47701,Satgur tak liya muhe papi pardaa ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a,ਸਤਿਗੁਰਿ ਢਾਕਿ ਲੀਆ ਮੋਹਿ ਪਾਪੀ ਪੜਦਾ ॥
1686943539,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:15:50,2903,33077,Aad judaad bhagatan kaa rakhaa ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/006 MGA SDO 1006 smpk 04 Amrit Har Ka Naam.m4a,ਆਦਿ ਜੁਗਾਦਿ ਭਗਤਨ ਕਾ ਰਾਖਾ ਉਸਤਤਿ ਕਰਿ ਕਰਿ ਜੀਵਾ ॥
1686943801,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,524,7330,Apne prabh sio hoh savdhan ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/007 MGA SDO 1007 smpk 05 Hoh Savdaan Apne Prabh Seho.m4a,ਅਪਨੇ ਪ੍ਰਭ ਸਿਉ ਹੋਹੁ ਸਾਵਧਾਨੁ ॥
1686943998,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:27:50,1395,16249,Eyo quo cant pyare hova. Mera saho jaagaa ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/007 MGA SDO 1007 smpk 05 Hoh Savdaan Apne Prabh Seho.m4a,ਇਉ ਕਿਉ ਕੰਤ ਪਿਆਰੀ ਹੋਵਾ ॥
1686944170,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:37:00,3162,35985,Eit oot neh doliyaa Har sewa jagan raam ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/007 MGA SDO 1007 smpk 05 Hoh Savdaan Apne Prabh Seho.m4a,ਈਤ ਊਤ ਨਹ ਡੋਲੀਐ ਹਰਿ ਸੇਵਾ ਜਾਗਨਿ ਰਾਮ ॥
1686944359,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:01:55,2382,27281,Laj Chhod Har Ke Gun Gao,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/008 MGA SDO 1008 smpk 06 Laj Chhod Har Ke Gun Gao.m4a,ਤਿਉ ਹਰਿ ਜਨੁ ਹਰਿ ਗੁਣ ਗਾਵੈ ॥੧॥
1686944404,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:20,3280,37349,Laaj chod har ke gun gaava ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/008 MGA SDO 1008 smpk 06 Laj Chhod Har Ke Gun Gao.m4a,ਅਹਿਨਿਸਿ ਭਗਤਿ ਕਰੇ ਦਿਨੁ ਰਾਤੀ ਲਾਜ ਛੋਡਿ ਹਰਿ ਕੇ ਗੁਣ ਗਾਵੈ ॥੧॥ ਰਹਾਉ ॥
1686944990,random,Bhai Mohinder Singh Ji SDO,00:00:05,112,1516,Mitar chanere car dhaki ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/293 MGA SDO 1258 M 4 B2 1.m4a,ਮਿਤ੍ਰ ਘਣੇਰੇ ਕਰਿ ਥਕੀ ਮੇਰਾ ਦੁਖੁ ਕਾਟੈ ਕੋਇ ॥
1686945259,random,Bhai Mohinder Singh Ji SDO,00:52:55,736,10361,,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/513 MGA SDO 1475 Bin gur mukat na paeeai bhaaee.m4a,ਹਰਿ ਸਿਉ ਜੁਰੈ ਤ ਸਭੁ ਕੋ ਮੀਤੁ ॥
1687190190,random,Bhai Mohinder Singh Ji SDO,00:00:00,,,Dhan Guru Hargobind Sahib Ji,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/722 MGA SDO 1684 Sadh Sangat Sachkhand Vich 11 1964 JL Old Spool KS 89.m4a,
1687190259,random,Bhai Mohinder Singh Ji SDO,00:14:20,4810,56255,Har jan gun gavat hasiya ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/722 MGA SDO 1684 Sadh Sangat Sachkhand Vich 11 1964 JL Old Spool KS 89.m4a,ਹਰਿ ਜਨੁ ਗੁਨ ਗਾਵਤ ਹਸਿਆ ॥
1687290567,random,Bhai Mohinder Singh Ji SDO,00:32:10,3630,41866,Raam hum paathar nirguniaaeyt,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Sathigur No Jaehaa Ko Eishhadhaa.mp3,ਰਾਮ ਹਮ ਪਾਥਰ ਨਿਰਗੁਨੀਆਰੇ ॥
1687290595,random,Bhai Mohinder Singh Ji SDO,00:00:00,,,Dhan guru tegbhadar Sahib,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Sathigur No Jaehaa Ko Eishhadhaa.mp3,
1687291283,random,Bhai Mohinder Singh Ji SDO,00:48:10,4922,57709,Rougian roug khandanaa ,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Sathigur No Jaehaa Ko Eishhadhaa.mp3,ਨਿਰਧਨ ਭਯੰ ਧਨਵੰਤਹ ਰੋਗੀਅੰ ਰੋਗ ਖੰਡਨਹ ॥
1687291615,random,Bhai Mohinder Singh Ji SDO,00:52:10,,,Hum rulte firte ,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Sathigur No Jaehaa Ko Eishhadhaa.mp3,
1687459683,random,Bhai Mohinder Singh Ji SDO,00:24:45,4327,52172,har har diyo Sewak ko naam,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/125 MGA SDO 1090 SDO~3.m4a,ਹਰਿ ਹਰਿ ਦੀਓ ਸੇਵਕ ਕਉ ਨਾਮ ॥
1687459756,random,Bhai Mohinder Singh Ji SDO,00:26:28,3375,39307,Dhan Sri Guru Amardaas Ji. Kya Tudh Karam kamaya,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/125 MGA SDO 1090 SDO~3.m4a,ਏ ਸਰੀਰਾ ਮੇਰਿਆ ਇਸੁ ਜਗ ਮਹਿ ਆਇ ਕੈ ਕਿਆ ਤੁਧੁ ਕਰਮ ਕਮਾਇਆ ॥
1687462058,random,Bhai Mohinder Singh Ji SDO,00:00:00,2907,33175,,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/373 MGA SDO 1338 Lakh Jehba Mere Pyare 1.m4a,ਕਰਿ ਕਿਰਪਾ ਮੇਰੇ ਪ੍ਰੀਤਮ ਸੁਆਮੀ ਨੇਤ੍ਰ ਦੇਖਹਿ ਦਰਸੁ ਤੇਰਾ ਰਾਮ ॥
1687533967,random,Bhai Tejinderpal Singh Ji Dulla,00:00:00,1848,22275,,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/dulla_ji/sc/akjorg/din raatee aaraadhu piaaro nimakh na keejai dteelaa (Dulla Ji).mp3,ਦਿਨੁ ਰਾਤੀ ਆਰਾਧਹੁ ਪਿਆਰੋ ਨਿਮਖ ਨ ਕੀਜੈ ਢੀਲਾ ॥
1687536450,random,Dharam Singh Zakhme,00:00:00,145,2035,har gun gaau manaa satigur sev piaar,https://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Har Gun Gaoh Mana.mp3,ਹਰਿ ਗੁਣ ਗਾਉ ਮਨਾ ਸਤਿਗੁਰੁ ਸੇਵਿ ਪਿਆਰਿ ॥
1687546336,random,Bhai Mohinder Singh Ji SDO,00:00:00,,,Man re Thir Rahaho,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/126 MGA SDO 1091 SDO~4.m4a,
1687546717,random,Bhai Mohinder Singh Ji SDO,00:10:30,,,san mukh seh ban,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/126 MGA SDO 1091 SDO~4.m4a,
1687547734,random,Bhai Mohinder Singh Ji SDO,00:25:20,202,3300,Amrit Sadha Varsda,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/126 MGA SDO 1091 SDO~4.m4a,ਇਹੁ ਮਨੁ ਮਾਇਆ ਮੋਹਿਆ ਵੇਖਣੁ ਸੁਨਣੁ ਨ ਹੋਇ ॥
1687574495,random,Bhai Mohinder Singh Ji SDO,00:00:00,2793,31266,hum vecheyo sir gur ke. Fire Simran,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/307 MGA SDO 1272 8 B 1.m4a,ਭਉ ਜਨਮ ਮਰਣਾ ਮੇਟਿਓ ਗੁਰ ਸਬਦੀ ਹਰਿ ਅਸਥਿਰੁ ਸੇਵਿ ਸੁਖਿ ਸਮਘਾ ॥੧॥
1687575292,random,Bhai Mohinder Singh Ji SDO,00:03:30,2792,31262,vaho vaho Gobind Singh -> Hum vechyo sir gur ke,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/307 MGA SDO 1272 8 B 1.m4a,ਹਮਰੀ ਜਾਤਿ ਪਾਤਿ ਗੁਰੁ ਸਤਿਗੁਰੁ ਹਮ ਵੇਚਿਓ ਸਿਰੁ ਗੁਰ ਕੇ ॥
1687576283,random,Bhai Mohinder Singh Ji SDO,00:13:40,,,"Aasaa Satgur Je milyaa, tis nu sir saumpiya -> Satgur Agar Sis peet deyo",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/307 MGA SDO 1272 8 B 1.m4a,
1687576335,random,Bhai Mohinder Singh Ji SDO,00:17:30,,,gur paras hum loh,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/307 MGA SDO 1272 8 B 1.m4a,
1687580589,random,Bhai Mohinder Singh Ji SDO,00:02:00,2351,26858,Hirdyaa naam vasayao ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/373 MGA SDO 1338 Lakh Jehba Mere Pyare 1.m4a,ਹਿਰਦੈ ਨਾਮੁ ਵਸਾਇਹੁ ॥
1687581521,random,Bhai Mohinder Singh Ji SDO,00:00:00,4239,51371,Lots of Simran vaheguru,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Maeree Patteeaa Likh Dhaehu Sree Guopaal.mp3,ਮੇਰੋ ਅਉਰ ਪੜੑਨ ਸਿਉ ਨਹੀ ਕਾਮੁ ॥੧॥ ਰਹਾਉ ॥
1687581749,random,Bhai Mohinder Singh Ji SDO,00:01:15,,,Sai naam amol -> kahte pavit ,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Maeree Patteeaa Likh Dhaehu Sree Guopaal.mp3,
1687889808,random,Bhai Harpreet Singh Ji Toronto,00:18:40,1366,15758,Sagal bhavan ke naika ,https://akj.media/Media/Keertan/Sydney/2005/038_Sydney_Oct2005_FriM_ADV_BhaiHarpreetSinghJeeToronto.mp3,ਸਗਲ ਭਵਨ ਕੇ ਨਾਇਕਾ ਇਕੁ ਛਿਨੁ ਦਰਸੁ ਦਿਖਾਇ ਜੀ ॥੧॥ ਰਹਾਉ ॥
1687889977,random,Bhai Mohinder Singh Ji SDO,00:00:00,5479,60041,Koi nidak ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/106 MGA SDO 1077 M 4 SIDE AAA.m4a,ਵਾਹੁ ਵਾਹੁ ਸਤਿਗੁਰੁ ਸਤਿ ਪੁਰਖੁ ਹੈ ਜਿਸ ਨੋ ਸਮਤੁ ਸਭ ਕੋਇ ॥
1687890056,random,Bhai Mohinder Singh Ji SDO,00:26:45,588,8233,Bhaj man mere,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/106 MGA SDO 1077 M 4 SIDE AAA.m4a,ਭਜੁ ਮਨ ਮੇਰੇ ਏਕੋ ਨਾਮ ॥
1687890219,random,Bhai Mohinder Singh Ji SDO,00:28:15,5288,58712,Fareeda raat kathori vandiyaa ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/106 MGA SDO 1077 M 4 SIDE AAA.m4a,ਫਰੀਦਾ ਰਾਤਿ ਕਥੂਰੀ ਵੰਡੀਐ ਸੁਤਿਆ ਮਿਲੈ ਨ ਭਾਉ ॥
1687890620,random,Bhai Mohinder Singh Ji SDO,00:37:00,2627,29796,Kewal naam japho re prani -> japho ta eko naama,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/106 MGA SDO 1077 M 4 SIDE AAA.m4a,ਕੇਵਲ ਨਾਮੁ ਜਪਹੁ ਰੇ ਪ੍ਰਾਨੀ ਪਰਹੁ ਏਕ ਕੀ ਸਰਨਾਂ ॥੩॥੨॥
1687891898,random,Bhai Mohinder Singh Ji SDO,00:00:00,3992,47431,,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/soundcloud/AKJ- 34 - 00- Bhai Mohinder Singh Ji SDO - Pehle Pehrai Nain Slonarhiye-1266766141.mp3,ਪਹਿਲੈ ਪਹਰੈ ਨੈਣ ਸਲੋਨੜੀਏ ਰੈਣਿ ਅੰਧਿਆਰੀ ਰਾਮ ॥
1687892314,random,Bhai Mohinder Singh Ji SDO,00:00:00,,,Akv,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Loein Rathae Loeinee Kannee Surath Samaae.mp3,
1687892451,random,Bhai Mohinder Singh Ji SDO,00:11:30,489,6841,mai moorakh har har jap paRiaa ||1||,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Loein Rathae Loeinee Kannee Surath Samaae.mp3,ਮੈ ਮੂਰਖ ਹਰਿ ਹਰਿ ਜਪੁ ਪੜਿਆ ॥੧॥
1687897709,random,Bhai Mehar Singh Ji,00:22:00,,,Akv,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/bhai_mehar_singh/Delhi Samagam 1975 Aasaa Dee Vaar-741120436.mp3,
1687900103,random,Giani Amolak Singh Ji,00:00:00,697,9398,,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/giani_amolak_singh/Giani-Amolak-Singh-Ji-02-SaaDho-Gobind-Kay-Gun-Gaava-O-611325495.mp3,ਸਾਧੋ ਗੋਬਿੰਦ ਕੇ ਗੁਨ ਗਾਵਉ ॥
1688593883,random,Bhai Mohinder Singh Ji SDO,00:00:00,2905,33125,,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Too Sagro Ratnagro.mp3,ਤੂ ਠਾਕੁਰੋ ਬੈਰਾਗਰੋ ਮੈ ਜੇਹੀ ਘਣ ਚੇਰੀ ਰਾਮ ॥
1688594041,random,Bhai Mohinder Singh Ji SDO,00:00:00,4121,49330,,https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Gur Kaa Sabadh Maerai Anthar Dhiaan.mp3,ਤਿਨਿ ਕਰਤੈ ਇਕੁ ਚਲਤੁ ਉਪਾਇਆ ॥
1688594483,random,Bhai Mohinder Singh Ji SDO,00:24:00,,,Satgur aagaa siss bhet deoo ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/412 MGA SDO 1375 Vaah vaah gobind singh.m4a,
1688596535,random,Bhai Mohinder Singh Ji SDO,00:56:00,,,Sdo biography,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/412 MGA SDO 1375 Vaah vaah gobind singh.m4a,
